id	score
seq_92	-0.3655458688735962
seq_93	-0.3767697215080261
seq_94	-0.37288814783096313
seq_95	-0.3736497163772583
seq_96	-0.35656875371932983
seq_97	-0.37935739755630493
seq_98	-0.37692004442214966
seq_99	-0.3757465183734894
seq_100	-0.39732253551483154
seq_101	-0.3756968677043915
seq_102	-0.38052356243133545
seq_103	-0.3965199887752533
seq_104	-0.3950033187866211
seq_105	-0.3950033187866211
seq_106	-0.39161714911460876
seq_107	-0.37692922353744507
seq_108	-0.3882811367511749
seq_109	-0.381804883480072
seq_110	-0.3864743709564209
seq_111	-0.38997408747673035
seq_112	-0.39070963859558105
seq_113	-0.3818170726299286
seq_114	-0.38604670763015747
seq_115	-0.37188494205474854
seq_116	-0.38323795795440674
seq_117	-0.3768000602722168
seq_118	-0.3800712525844574
seq_119	-0.37532731890678406
seq_120	-0.39303550124168396
seq_121	-0.3688439428806305
seq_122	-0.3751056492328644
seq_123	-0.36857399344444275
seq_124	-0.38980644941329956
seq_125	-0.38980644941329956
seq_126	-0.3706968128681183
seq_127	-0.38533395528793335
seq_128	-0.3695472180843353
seq_129	-0.3779155910015106
seq_130	-0.3666648268699646
seq_131	-0.383794903755188
seq_132	-0.3865682780742645
seq_133	-0.3571041524410248
seq_134	-0.37927550077438354
seq_135	-0.36190375685691833
seq_136	-0.36190375685691833
seq_137	-0.3648710250854492
seq_138	-0.37180453538894653
seq_139	-0.37703555822372437
seq_140	-0.3797067701816559
seq_141	-0.3926248252391815
seq_142	-0.3821532130241394
seq_143	-0.3517198860645294
seq_144	-0.3797892928123474
seq_145	-0.37296897172927856
seq_146	-0.3901078402996063
seq_147	-0.3786402642726898
seq_148	-0.38101911544799805
seq_149	-0.37443217635154724
seq_150	-0.40289971232414246
seq_151	-0.3729337155818939
seq_152	-0.35552409291267395
seq_153	-0.3910849094390869
seq_154	-0.3757776618003845
seq_155	-0.38583797216415405
seq_156	-0.38583797216415405
seq_157	-0.37240540981292725
seq_158	-0.37329113483428955
seq_159	-0.37491723895072937
seq_160	-0.38770392537117004
seq_161	-0.37210986018180847
seq_162	-0.3747963309288025
seq_163	-0.37642255425453186
seq_164	-0.37642255425453186
seq_165	-0.3925836682319641
seq_166	-0.38621383905410767
seq_167	-0.37987810373306274
seq_168	-0.39945775270462036
seq_169	-0.3880053758621216
seq_170	-0.38663163781166077
seq_171	-0.37431570887565613
seq_172	-0.35725462436676025
seq_173	-0.37101420760154724
seq_174	-0.3816441297531128
seq_175	-0.3685609996318817
seq_176	-0.393239289522171
seq_177	-0.3834267258644104
seq_178	-0.3850821554660797
seq_179	-0.3782579004764557
seq_180	-0.3822875916957855
seq_181	-0.3822875916957855
seq_182	-0.3799121379852295
seq_183	-0.39994382858276367
seq_184	-0.38628050684928894
seq_185	-0.37121087312698364
seq_186	-0.37121087312698364
seq_187	-0.39225876331329346
seq_188	-0.38166722655296326
seq_189	-0.3767252266407013
seq_190	-0.3721509277820587
seq_191	-0.3865891396999359
seq_192	-0.36965838074684143
seq_193	-0.36885514855384827
seq_194	-0.39344358444213867
seq_195	-0.3761097192764282
seq_196	-0.3761097192764282
seq_197	-0.3872050940990448
seq_198	-0.3732492923736572
seq_199	-0.38853541016578674
seq_200	-0.38545089960098267
seq_201	-0.3862723112106323
seq_202	-0.383516788482666
seq_203	-0.36836302280426025
seq_204	-0.36836302280426025
seq_205	-0.38254666328430176
seq_206	-0.3966865837574005
seq_207	-0.37909358739852905
seq_208	-0.383838951587677
seq_209	-0.39637380838394165
seq_210	-0.38791894912719727
seq_211	-0.37713396549224854
seq_212	-0.37823250889778137
seq_213	-0.37823250889778137
seq_214	-0.3759083151817322
seq_215	-0.3759083151817322
seq_216	-0.388597309589386
seq_217	-0.37751030921936035
seq_218	-0.37751030921936035
seq_219	-0.37601515650749207
seq_220	-0.36932581663131714
seq_221	-0.37465909123420715
seq_222	-0.38229647278785706
seq_223	-0.36181876063346863
seq_224	-0.3594980835914612
seq_225	-0.37843894958496094
seq_226	-0.37843894958496094
seq_227	-0.37072300910949707
seq_228	-0.366055428981781
seq_229	-0.3848875164985657
seq_230	-0.37609466910362244
seq_231	-0.35869285464286804
seq_232	-0.3726806044578552
seq_233	-0.3726806044578552
seq_234	-0.38653889298439026
seq_235	-0.3832571506500244
seq_236	-0.3838288486003876
seq_237	-0.3838288486003876
seq_238	-0.38684147596359253
seq_239	-0.3829992711544037
seq_240	-0.37689995765686035
seq_241	-0.3658786118030548
seq_242	-0.3773080110549927
seq_243	-0.3773080110549927
seq_244	-0.3773080110549927
seq_245	-0.368844211101532
seq_246	-0.39233797788619995
seq_247	-0.37752750515937805
seq_248	-0.35645294189453125
seq_249	-0.38518351316452026
seq_250	-0.3930743932723999
seq_251	-0.38780224323272705
seq_252	-0.3874731957912445
seq_253	-0.3874731957912445
seq_254	-0.3727963864803314
seq_255	-0.3655506372451782
seq_256	-0.3869675397872925
seq_257	-0.358369916677475
seq_258	-0.3928694725036621
seq_259	-0.3881813585758209
seq_260	-0.38323718309402466
seq_261	-0.37562912702560425
seq_262	-0.37910157442092896
seq_263	-0.3748149573802948
seq_264	-0.3657757043838501
seq_265	-0.37360870838165283
seq_266	-0.37923574447631836
seq_267	-0.3691292405128479
seq_268	-0.38807153701782227
seq_269	-0.37742358446121216
seq_270	-0.3925125002861023
seq_271	-0.3835318386554718
seq_272	-0.37445637583732605
seq_273	-0.3852316737174988
seq_274	-0.38035425543785095
seq_275	-0.3699031472206116
seq_276	-0.37184616923332214
seq_277	-0.36426472663879395
seq_278	-0.38423293828964233
seq_279	-0.39278772473335266
seq_280	-0.38997042179107666
seq_281	-0.3772113025188446
seq_282	-0.3977317810058594
seq_283	-0.3816729784011841
seq_284	-0.3656214773654938
seq_285	-0.3897511959075928
seq_286	-0.3761041462421417
seq_287	-0.3761041462421417
seq_288	-0.3745321035385132
seq_289	-0.3799540400505066
seq_290	-0.3799540400505066
seq_291	-0.3740147352218628
seq_292	-0.39301440119743347
seq_293	-0.37714290618896484
seq_294	-0.38015398383140564
seq_295	-0.38129499554634094
seq_296	-0.362511545419693
seq_297	-0.38017335534095764
seq_298	-0.35691651701927185
seq_299	-0.36617833375930786
seq_300	-0.3739226460456848
seq_301	-0.3862108886241913
seq_302	-0.3785264194011688
seq_303	-0.3920116126537323
seq_304	-0.3991808295249939
seq_305	-0.38210439682006836
seq_306	-0.3991808295249939
seq_307	-0.36931949853897095
seq_308	-0.3936227560043335
seq_309	-0.37768471240997314
seq_310	-0.39010483026504517
seq_311	-0.3705921173095703
seq_312	-0.3846225142478943
seq_313	-0.3786526918411255
seq_314	-0.37309566140174866
seq_315	-0.3818008303642273
seq_316	-0.3777278661727905
seq_317	-0.389841765165329
seq_318	-0.3874537944793701
seq_319	-0.36982107162475586
seq_320	-0.38235753774642944
seq_321	-0.38895082473754883
seq_322	-0.3766745626926422
seq_323	-0.3859615623950958
seq_324	-0.3847825825214386
seq_325	-0.3848852813243866
seq_326	-0.39456823468208313
seq_327	-0.3881131708621979
seq_328	-0.3730453550815582
seq_329	-0.3961974084377289
seq_330	-0.3649342954158783
seq_331	-0.3619254231452942
seq_332	-0.3619254231452942
seq_333	-0.38850682973861694
seq_334	-0.38850682973861694
seq_335	-0.3875378668308258
seq_336	-0.3797183930873871
seq_337	-0.39269453287124634
seq_338	-0.36343392729759216
seq_339	-0.3770034909248352
seq_340	-0.38238096237182617
seq_341	-0.3795819878578186
seq_342	-0.3795819878578186
seq_343	-0.3864067792892456
seq_344	-0.3738548159599304
seq_345	-0.3917977809906006
seq_346	-0.3847728669643402
seq_347	-0.3627779483795166
seq_348	-0.3627779483795166
seq_349	-0.37441113591194153
seq_350	-0.3700900375843048
seq_351	-0.37035927176475525
seq_352	-0.37035927176475525
seq_353	-0.3859662413597107
seq_354	-0.3926137089729309
seq_355	-0.37005212903022766
seq_356	-0.38159701228141785
seq_357	-0.38540327548980713
seq_358	-0.38388684391975403
seq_359	-0.37826472520828247
seq_360	-0.37741634249687195
seq_361	-0.3851194679737091
seq_362	-0.3851194679737091
seq_363	-0.3662315905094147
seq_364	-0.36781302094459534
seq_365	-0.3758871555328369
seq_366	-0.3696633577346802
seq_367	-0.38552117347717285
seq_368	-0.3802759647369385
seq_369	-0.3850046694278717
seq_370	-0.37406399846076965
seq_371	-0.3988562524318695
seq_372	-0.373628169298172
seq_373	-0.373628169298172
seq_374	-0.37386369705200195
seq_375	-0.38443827629089355
seq_376	-0.3814866244792938
seq_377	-0.3834885060787201
seq_378	-0.3749469220638275
seq_379	-0.3705717623233795
seq_380	-0.38190796971321106
seq_381	-0.37801510095596313
seq_382	-0.37678098678588867
seq_383	-0.37678098678588867
seq_384	-0.3704836666584015
seq_385	-0.3877745568752289
seq_386	-0.38320663571357727
seq_387	-0.3834761679172516
seq_388	-0.38069072365760803
seq_389	-0.3755735754966736
seq_390	-0.36961501836776733
seq_391	-0.3775484561920166
seq_392	-0.3775484561920166
seq_393	-0.37823569774627686
seq_394	-0.3639411926269531
seq_395	-0.37952977418899536
seq_396	-0.3757309317588806
seq_397	-0.36119571328163147
seq_398	-0.36119571328163147
seq_399	-0.3813052177429199
seq_400	-0.37708550691604614
seq_401	-0.37708550691604614
seq_402	-0.37708550691604614
seq_403	-0.373146116733551
seq_404	-0.36306554079055786
seq_405	-0.3641800284385681
seq_406	-0.3955698013305664
seq_407	-0.3795504570007324
seq_408	-0.3795504570007324
seq_409	-0.3889694809913635
seq_410	-0.3836958110332489
seq_411	-0.3836958110332489
seq_412	-0.37746432423591614
seq_413	-0.378819078207016
seq_414	-0.3673784136772156
seq_415	-0.36610743403434753
seq_416	-0.37161779403686523
seq_417	-0.3979673385620117
seq_418	-0.3677557408809662
seq_419	-0.3677557408809662
seq_420	-0.37435656785964966
seq_421	-0.3740973174571991
seq_422	-0.3832065165042877
seq_423	-0.38144996762275696
seq_424	-0.37936899065971375
seq_425	-0.38981667160987854
seq_426	-0.38383355736732483
seq_427	-0.3674878776073456
seq_428	-0.3721562325954437
seq_429	-0.3721562325954437
seq_430	-0.37724289298057556
seq_431	-0.3732159733772278
seq_432	-0.38131922483444214
seq_433	-0.37136149406433105
seq_434	-0.3931649923324585
seq_435	-0.3931649923324585
seq_436	-0.38139647245407104
seq_437	-0.3851735591888428
seq_438	-0.3722957670688629
seq_439	-0.3722957670688629
seq_440	-0.3719554543495178
seq_441	-0.38214462995529175
seq_442	-0.38033851981163025
seq_443	-0.372606486082077
seq_444	-0.3715841472148895
seq_445	-0.3736419677734375
seq_446	-0.38887155055999756
seq_447	-0.38437700271606445
seq_448	-0.3775317072868347
seq_449	-0.3764644265174866
seq_450	-0.3764644265174866
seq_451	-0.3764644265174866
seq_452	-0.39000365138053894
seq_453	-0.38074126839637756
seq_454	-0.3747904896736145
seq_455	-0.37750837206840515
seq_456	-0.392121285200119
seq_457	-0.39337968826293945
seq_458	-0.37070050835609436
seq_459	-0.3899756968021393
seq_460	-0.3745003044605255
seq_461	-0.37462136149406433
seq_462	-0.3858657479286194
seq_463	-0.3924095034599304
seq_464	-0.3821188509464264
seq_465	-0.37010958790779114
seq_466	-0.3796076774597168
seq_467	-0.3860412836074829
seq_468	-0.39237189292907715
seq_469	-0.3778308928012848
seq_470	-0.3792547881603241
seq_471	-0.3769036531448364
seq_472	-0.39367881417274475
seq_473	-0.39754337072372437
seq_474	-0.387493759393692
seq_475	-0.387493759393692
seq_476	-0.3725406527519226
seq_477	-0.3676183819770813
seq_478	-0.39568525552749634
seq_479	-0.3836536705493927
seq_480	-0.3919060528278351
seq_481	-0.38326045870780945
seq_482	-0.3690437972545624
seq_483	-0.38028696179389954
seq_484	-0.39334923028945923
seq_485	-0.37423279881477356
seq_486	-0.3775060176849365
seq_487	-0.37496933341026306
seq_488	-0.359178751707077
seq_489	-0.3700655400753021
seq_490	-0.38317862153053284
seq_491	-0.38670915365219116
seq_492	-0.38670915365219116
seq_493	-0.3909860849380493
seq_494	-0.3909860849380493
seq_495	-0.3903143107891083
seq_496	-0.38204529881477356
seq_497	-0.3784741163253784
seq_498	-0.37522321939468384
seq_499	-0.36521267890930176
seq_500	-0.3871369957923889
seq_501	-0.38326334953308105
seq_502	-0.38464176654815674
seq_503	-0.3817014992237091
seq_504	-0.3800696134567261
seq_505	-0.38198742270469666
seq_506	-0.37149539589881897
seq_507	-0.37149539589881897
seq_508	-0.37149539589881897
seq_509	-0.37149539589881897
seq_510	-0.38580188155174255
seq_511	-0.4004686772823334
seq_512	-0.3790980279445648
seq_513	-0.3852250576019287
seq_514	-0.3852250576019287
seq_515	-0.38477179408073425
seq_516	-0.3872228264808655
seq_517	-0.38157200813293457
seq_518	-0.37481993436813354
seq_519	-0.3854365050792694
seq_520	-0.3854365050792694
seq_521	-0.3762528598308563
seq_522	-0.37627169489860535
seq_523	-0.3857400119304657
seq_524	-0.39127543568611145
seq_525	-0.3805979788303375
seq_526	-0.37370729446411133
seq_527	-0.38353314995765686
seq_528	-0.3861367106437683
seq_529	-0.39163267612457275
seq_530	-0.38236203789711
seq_531	-0.3886236846446991
seq_532	-0.36560362577438354
seq_533	-0.3836958706378937
seq_534	-0.3836958706378937
seq_535	-0.3718309700489044
seq_536	-0.37522876262664795
seq_537	-0.36756432056427
seq_538	-0.3911718428134918
seq_539	-0.3910289704799652
seq_540	-0.3910289704799652
seq_541	-0.38530847430229187
seq_542	-0.3772224485874176
seq_543	-0.385924756526947
seq_544	-0.35441550612449646
seq_545	-0.37267598509788513
seq_546	-0.36531123518943787
seq_547	-0.3752644956111908
seq_548	-0.380132257938385
seq_549	-0.37610897421836853
seq_550	-0.3601117730140686
seq_551	-0.38566237688064575
seq_552	-0.3912024199962616
seq_553	-0.38287630677223206
seq_554	-0.3614298701286316
seq_555	-0.3614298701286316
seq_556	-0.38439008593559265
seq_557	-0.37100741267204285
seq_558	-0.37371084094047546
seq_559	-0.37371084094047546
seq_560	-0.3838963806629181
seq_561	-0.376732736825943
seq_562	-0.38342422246932983
seq_563	-0.3710581958293915
seq_564	-0.3955027461051941
seq_565	-0.3853609561920166
seq_566	-0.3853609561920166
seq_567	-0.3674757182598114
seq_568	-0.38441988825798035
seq_569	-0.38505083322525024
seq_570	-0.3823177218437195
seq_571	-0.3824690580368042
seq_572	-0.3941059112548828
seq_573	-0.37163981795310974
seq_574	-0.38769495487213135
seq_575	-0.38725221157073975
seq_576	-0.38466399908065796
seq_577	-0.3864302337169647
seq_578	-0.38291609287261963
seq_579	-0.3866548240184784
seq_580	-0.3786584436893463
seq_581	-0.3732692003250122
seq_582	-0.3793867230415344
seq_583	-0.3749714493751526
seq_584	-0.3895532786846161
seq_585	-0.3862800598144531
seq_586	-0.3748946785926819
seq_587	-0.36652517318725586
seq_588	-0.3862360119819641
seq_589	-0.38690754771232605
seq_590	-0.3850170075893402
seq_591	-0.3648008108139038
seq_592	-0.38584157824516296
seq_593	-0.37238484621047974
seq_594	-0.3905654549598694
seq_595	-0.373553603887558
seq_596	-0.39497244358062744
seq_597	-0.388116717338562
seq_598	-0.388116717338562
seq_599	-0.3926238715648651
seq_600	-0.3841816186904907
seq_601	-0.3836457431316376
seq_602	-0.38049325346946716
seq_603	-0.38846343755722046
seq_604	-0.3845364451408386
seq_605	-0.3762257695198059
seq_606	-0.36407670378685
seq_607	-0.4023515582084656
seq_608	-0.36687299609184265
seq_609	-0.36843422055244446
seq_610	-0.37977051734924316
seq_611	-0.38729777932167053
seq_612	-0.3869360685348511
seq_613	-0.38180091977119446
seq_614	-0.39273062348365784
seq_615	-0.38062435388565063
seq_616	-0.39273062348365784
seq_617	-0.3726993501186371
seq_618	-0.38265013694763184
seq_619	-0.3693894147872925
seq_620	-0.37822315096855164
seq_621	-0.37536782026290894
seq_622	-0.38490068912506104
seq_623	-0.36920392513275146
seq_624	-0.3629695475101471
seq_625	-0.36524221301078796
seq_626	-0.36032113432884216
seq_627	-0.36524221301078796
seq_628	-0.38706904649734497
seq_629	-0.38706904649734497
seq_630	-0.3736189901828766
seq_631	-0.3736189901828766
seq_632	-0.38412171602249146
seq_633	-0.36460742354393005
seq_634	-0.3855871856212616
seq_635	-0.37034738063812256
seq_636	-0.3974790573120117
seq_637	-0.3974790573120117
seq_638	-0.37742719054222107
seq_639	-0.37785476446151733
seq_640	-0.3856922686100006
seq_641	-0.38058000802993774
seq_642	-0.37394872307777405
seq_643	-0.3862098455429077
seq_644	-0.37226444482803345
seq_645	-0.3675236403942108
seq_646	-0.3675236403942108
seq_647	-0.38542506098747253
seq_648	-0.38542506098747253
seq_649	-0.38714292645454407
seq_650	-0.382114976644516
seq_651	-0.3730422854423523
seq_652	-0.3798697292804718
seq_653	-0.3844272196292877
seq_654	-0.3867355287075043
seq_655	-0.3935273289680481
seq_656	-0.3815687894821167
seq_657	-0.375963032245636
seq_658	-0.360810786485672
seq_659	-0.38889673352241516
seq_660	-0.374161958694458
seq_661	-0.390614777803421
seq_662	-0.3632186949253082
seq_663	-0.37383028864860535
seq_664	-0.38607126474380493
seq_665	-0.3881215453147888
seq_666	-0.372928649187088
seq_667	-0.389154851436615
seq_668	-0.37881210446357727
seq_669	-0.36670079827308655
seq_670	-0.38406214118003845
seq_671	-0.3821393847465515
seq_672	-0.3788984417915344
seq_673	-0.3788241147994995
seq_674	-0.3888316750526428
seq_675	-0.365398645401001
seq_676	-0.3788241147994995
seq_677	-0.3733627200126648
seq_678	-0.36986997723579407
seq_679	-0.3896085023880005
seq_680	-0.36352306604385376
seq_681	-0.39477190375328064
seq_682	-0.37032970786094666
seq_683	-0.37032970786094666
seq_684	-0.3715885877609253
seq_685	-0.38987016677856445
seq_686	-0.3715885877609253
seq_687	-0.37391817569732666
seq_688	-0.3681241273880005
seq_689	-0.38500145077705383
seq_690	-0.38435328006744385
seq_691	-0.38309168815612793
seq_692	-0.365059494972229
seq_693	-0.3640615940093994
seq_694	-0.3738803565502167
seq_695	-0.3686996102333069
seq_696	-0.3712562024593353
seq_697	-0.3840605318546295
seq_698	-0.36898669600486755
seq_699	-0.3799819052219391
seq_700	-0.3799819052219391
seq_701	-0.3886944055557251
seq_702	-0.3676000237464905
seq_703	-0.3676000237464905
seq_704	-0.3676000237464905
seq_705	-0.3678876757621765
seq_706	-0.37219974398612976
seq_707	-0.39774277806282043
seq_708	-0.372069776058197
seq_709	-0.37031593918800354
seq_710	-0.3812209665775299
seq_711	-0.37398475408554077
seq_712	-0.38450896739959717
seq_713	-0.372357040643692
seq_714	-0.3698362410068512
seq_715	-0.38075289130210876
seq_716	-0.37767738103866577
seq_717	-0.3939646780490875
seq_718	-0.36542582511901855
seq_719	-0.3798697292804718
seq_720	-0.37594708800315857
seq_721	-0.3910802900791168
seq_722	-0.39254462718963623
seq_723	-0.3879906237125397
seq_724	-0.3891095519065857
seq_725	-0.39745306968688965
seq_726	-0.39745306968688965
seq_727	-0.36911845207214355
seq_728	-0.3854548931121826
seq_729	-0.3849606513977051
seq_730	-0.37211865186691284
seq_731	-0.37698298692703247
seq_732	-0.3787088990211487
seq_733	-0.37411850690841675
seq_734	-0.379778116941452
seq_735	-0.3968936502933502
seq_736	-0.3815317451953888
seq_737	-0.37780657410621643
seq_738	-0.38351884484291077
seq_739	-0.36383920907974243
seq_740	-0.3802885115146637
seq_741	-0.3851223886013031
seq_742	-0.3989202082157135
seq_743	-0.3910166919231415
seq_744	-0.3849192261695862
seq_745	-0.3603738844394684
seq_746	-0.37899360060691833
seq_747	-0.37011733651161194
seq_748	-0.3933239281177521
seq_749	-0.38428598642349243
seq_750	-0.38428598642349243
seq_751	-0.3856849670410156
seq_752	-0.3703785836696625
seq_753	-0.3703785836696625
seq_754	-0.3743543028831482
seq_755	-0.38797375559806824
seq_756	-0.37390127778053284
seq_757	-0.38782575726509094
seq_758	-0.3833133578300476
seq_759	-0.37113139033317566
seq_760	-0.37961074709892273
seq_761	-0.37484267354011536
seq_762	-0.3814735412597656
seq_763	-0.3814735412597656
seq_764	-0.38649821281433105
seq_765	-0.3886646330356598
seq_766	-0.3931303322315216
seq_767	-0.38059449195861816
seq_768	-0.3690985441207886
seq_769	-0.3857386112213135
seq_770	-0.38354769349098206
seq_771	-0.37179914116859436
seq_772	-0.37179914116859436
seq_773	-0.37844520807266235
seq_774	-0.36896446347236633
seq_775	-0.38551947474479675
seq_776	-0.3810405731201172
seq_777	-0.3653161823749542
seq_778	-0.39828699827194214
seq_779	-0.3667862117290497
seq_780	-0.363404244184494
seq_781	-0.3734983205795288
seq_782	-0.3700685501098633
seq_783	-0.3882814049720764
seq_784	-0.3882814049720764
seq_785	-0.381966233253479
seq_786	-0.39520567655563354
seq_787	-0.39520567655563354
seq_788	-0.3757379651069641
seq_789	-0.380504310131073
seq_790	-0.4021137058734894
seq_791	-0.37111523747444153
seq_792	-0.39108166098594666
seq_793	-0.3828742206096649
seq_794	-0.3828742206096649
seq_795	-0.365802139043808
seq_796	-0.3649956285953522
seq_797	-0.3790041506290436
seq_798	-0.3675391674041748
seq_799	-0.3675391674041748
seq_800	-0.37350353598594666
seq_801	-0.3637526333332062
seq_802	-0.36928442120552063
seq_803	-0.389977365732193
seq_804	-0.38197895884513855
seq_805	-0.38863834738731384
seq_806	-0.38041508197784424
seq_807	-0.36929914355278015
seq_808	-0.38041508197784424
seq_809	-0.36929914355278015
seq_810	-0.3938922882080078
seq_811	-0.369127482175827
seq_812	-0.376525342464447
seq_813	-0.3802165389060974
seq_814	-0.3836439549922943
seq_815	-0.37340086698532104
seq_816	-0.3681243062019348
seq_817	-0.3541792035102844
seq_818	-0.3840935230255127
seq_819	-0.38053661584854126
seq_820	-0.36104121804237366
seq_821	-0.3649103045463562
seq_822	-0.38190415501594543
seq_823	-0.38190415501594543
seq_824	-0.39192160964012146
seq_825	-0.3814885914325714
seq_826	-0.37756970524787903
seq_827	-0.3814885914325714
seq_828	-0.39515817165374756
seq_829	-0.3910331726074219
seq_830	-0.36680418252944946
seq_831	-0.37014755606651306
seq_832	-0.35561487078666687
seq_833	-0.3813188076019287
seq_834	-0.38212335109710693
seq_835	-0.3745655417442322
seq_836	-0.38989323377609253
seq_837	-0.3745655417442322
seq_838	-0.37752437591552734
seq_839	-0.3797122836112976
seq_840	-0.3983459770679474
seq_841	-0.3907020092010498
seq_842	-0.3787878453731537
seq_843	-0.38712090253829956
seq_844	-0.36854806542396545
seq_845	-0.3779985010623932
seq_846	-0.37602880597114563
seq_847	-0.380103200674057
seq_848	-0.3895902633666992
seq_849	-0.3687274158000946
seq_850	-0.3811543583869934
seq_851	-0.3794475495815277
seq_852	-0.37530848383903503
seq_853	-0.3778090178966522
seq_854	-0.40062087774276733
seq_855	-0.3626328408718109
seq_856	-0.37870052456855774
seq_857	-0.3858546018600464
seq_858	-0.37711846828460693
seq_859	-0.3839248716831207
seq_860	-0.3662601113319397
seq_861	-0.37827444076538086
seq_862	-0.37430480122566223
seq_863	-0.3854016065597534
seq_864	-0.37826183438301086
seq_865	-0.3691771328449249
seq_866	-0.3867797553539276
seq_867	-0.4003453254699707
seq_868	-0.3757677674293518
seq_869	-0.37158554792404175
seq_870	-0.37832877039909363
seq_871	-0.3857208490371704
seq_872	-0.35748785734176636
seq_873	-0.3904406726360321
seq_874	-0.3849014639854431
seq_875	-0.38875994086265564
seq_876	-0.37807929515838623
seq_877	-0.37707942724227905
seq_878	-0.3681514263153076
seq_879	-0.3953632414340973
seq_880	-0.3953632414340973
seq_881	-0.3953632414340973
seq_882	-0.3953632414340973
seq_883	-0.3666597902774811
seq_884	-0.37100866436958313
seq_885	-0.38642096519470215
seq_886	-0.38967904448509216
seq_887	-0.3668834865093231
seq_888	-0.3722325563430786
seq_889	-0.36690765619277954
seq_890	-0.38101980090141296
seq_891	-0.3768446147441864
seq_892	-0.3767927289009094
seq_893	-0.3761975169181824
seq_894	-0.39214015007019043
seq_895	-0.3787410855293274
seq_896	-0.38716915249824524
seq_897	-0.3771107792854309
seq_898	-0.38844677805900574
seq_899	-0.3808739483356476
seq_900	-0.3825061023235321
seq_901	-0.3891500234603882
seq_902	-0.3556573987007141
seq_903	-0.37453311681747437
seq_904	-0.3761509358882904
seq_905	-0.3802626430988312
seq_906	-0.36975234746932983
seq_907	-0.3722817599773407
seq_908	-0.3664419651031494
seq_909	-0.3927535116672516
seq_910	-0.3647180199623108
seq_911	-0.3762316107749939
seq_912	-0.36632198095321655
seq_913	-0.3786258399486542
seq_914	-0.3746832311153412
seq_915	-0.37473493814468384
seq_916	-0.3829502463340759
seq_917	-0.3756049573421478
seq_918	-0.39280664920806885
seq_919	-0.36039066314697266
seq_920	-0.37379518151283264
seq_921	-0.38901084661483765
seq_922	-0.3830772638320923
seq_923	-0.37419798970222473
seq_924	-0.38874101638793945
seq_925	-0.39265212416648865
seq_926	-0.38874101638793945
seq_927	-0.3844323754310608
seq_928	-0.3736714720726013
seq_929	-0.3748820126056671
seq_930	-0.39540791511535645
seq_931	-0.3748820126056671
seq_932	-0.39540791511535645
seq_933	-0.38469937443733215
seq_934	-0.38469937443733215
seq_935	-0.3825373649597168
seq_936	-0.37666428089141846
